Date,US/UK,JP/US
2018-10-18,1.3061,112.11
2018-10-19,1.3045,112.52
2018-10-22,1.2974,112.78
2018-10-23,1.2982,112.12
2018-10-24,1.2898,112.58
2018-10-25,1.2827,112.54
2018-10-26,1.2826,111.65
2018-10-29,1.2807,112.49
2018-10-30,1.2731,112.76
2018-10-31,1.2779,112.86
2018-11-01,1.2974,112.79
2018-11-02,1.2965,113.09
2018-11-05,1.3019999999999998,113.22
2018-11-06,1.3076,113.38
2018-11-07,1.3144,113.32
2018-11-08,1.3116,113.87
2018-11-09,1.2978,113.77
2018-11-12,1.2978,113.77
2018-11-13,1.3031,113.97
2018-11-14,1.3011,113.7
2018-11-15,1.2749,113.46
2018-11-16,1.2839,112.76
2018-11-19,1.2842,112.54
2018-11-20,1.2809,112.66
2018-11-21,1.2776,113.06
2018-11-22,1.2776,113.06
2018-11-23,1.2804,112.83
2018-11-26,1.2809,113.58
2018-11-27,1.2729,113.84
2018-11-28,1.2766,113.96
2018-11-29,1.2789,113.42
2018-11-30,1.2772,113.54
2018-12-03,1.2742,113.54
2018-12-04,1.2719,112.93
2018-12-05,1.2719,112.93
2018-12-06,1.2777,112.46
2018-12-07,1.2749,112.6
2018-12-10,1.2558,112.96
2018-12-11,1.2524,113.41
2018-12-12,1.2658,113.28
2018-12-13,1.2635,113.66
2018-12-14,1.2570000000000001,113.35
2018-12-17,1.2606,112.96
2018-12-18,1.2644,112.54
2018-12-19,1.2669,112.15
2018-12-20,1.265,111.34
2018-12-21,1.2681,111.14
2018-12-24,1.2681,111.14
2018-12-25,1.2681,111.14
2018-12-26,1.2676,110.45
2018-12-27,1.2627,110.78
2018-12-28,1.2699,110.34
2018-12-31,1.2763,109.7
